1,2022-05-30 12:02:15.513469,0
1,2022-05-30 12:02:15.513469,0
1,2022-05-30 12:02:52.048282,0
1,2022-05-30 12:02:52.049279,0
1,2022-05-30 12:03:28.518403,0
1,2022-05-30 12:04:05.001937,0
1,2022-05-30 12:04:41.531015,0
1,2022-05-30 12:04:41.531015,0
1,2022-05-30 12:05:18.027086,0
1,2022-05-30 12:05:18.027086,0
1,2022-05-30 12:05:54.510159,0
1,2022-05-30 12:06:31.030275,0
1,2022-05-30 12:07:07.545576,0
1,2022-05-30 12:07:07.545576,0
1,2022-05-30 12:07:44.009396,0
1,2022-05-30 12:08:20.520352,0
1,2022-05-30 12:08:20.520352,0
1,2022-05-30 12:08:57.053217,0
1,2022-05-30 12:10:10.057431,0
1,2022-05-30 12:10:10.057431,0
1,2022-05-30 12:10:46.524350,0
1,2022-05-30 12:10:46.524350,0
1,2022-05-30 12:11:23.054363,0
1,2022-05-30 12:11:23.057441,0
1,2022-05-30 12:11:59.514101,0
1,2022-05-30 12:11:59.514141,0
1,2022-05-30 12:12:36.063306,0
1,2022-05-30 12:12:36.064432,0
1,2022-05-30 12:13:12.550121,0
1,2022-05-30 12:13:49.066053,0
1,2022-05-30 12:13:49.066053,0
1,2022-05-30 12:14:25.538635,0
1,2022-05-30 12:15:02.025519,0
1,2022-05-30 12:15:38.527251,0
1,2022-05-30 12:16:15.224562,0
1,2022-05-30 12:16:15.233542,0
1,2022-05-30 12:19:17.550046,0
1,2022-05-30 12:19:17.550046,0
1,2022-05-30 12:20:30.531990,0
1,2022-05-30 12:21:07.037833,0
1,2022-05-30 12:22:20.057751,0
1,2022-05-30 12:23:33.063412,0
1,2022-05-30 12:23:33.063412,0
1,2022-05-30 12:24:46.043188,0
1,2022-05-30 12:25:22.589629,0
1,2022-05-30 12:25:22.589629,0
1,2022-05-30 12:25:59.046964,0
1,2022-05-30 12:26:35.573261,0
1,2022-05-30 12:26:35.574255,0
1,2022-05-30 12:27:12.057058,0
1,2022-05-30 12:27:48.586222,0
1,2022-05-30 12:27:48.587222,0
1,2022-05-30 12:29:01.581868,0
1,2022-05-30 12:29:01.582980,0
1,2022-05-30 12:30:14.553083,0
1,2022-05-30 12:30:51.101311,0
1,2022-05-30 12:32:04.054228,0
1,2022-05-30 12:32:40.556295,0
1,2022-05-30 12:32:40.556295,0
1,2022-05-30 12:33:17.084477,0
1,2022-05-30 12:33:17.085474,0
1,2022-05-30 12:33:53.569226,0
1,2022-05-30 12:55:59.587336,0
1,2022-05-30 12:55:59.587336,0
